member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
1336~2164~The Range 2017~~~~21M8839~Pocket Business Card Holder~21M8839~21M21M8839~Desk & Business/Business Card Holders | ~Stationery | Business Card Holders~Desk |  Business |  Business Card Holders |  Pocket |  business |  card |  holder |  metal |  silver |  nickel |  silver |  Metal/silver |  nickel. |  Silver |  cardholder~~FALSE~Metal/silver nickel executive style pocket business card holder.~Holds approximately 17 business cards. Engraves silver (tone on tone)~~Metal/silver nickel.~100mm(w) x 60mm(h)~Wrapped in tissue paper  in a black velvet pouch  in a polybag  sitting in a black moulded insert and presented in a plain black 2 part gift box.  Packaging Size: 121mm(h) x 110mm(w) x 40mm(d)~8839.jpg~8839_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave  |  Print with Dome ~Laser: 30mm(w) x 20mm(h).  Pad: 50mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~56.87~25~34.38~50~24.38~100~19.24~250~15.22~500~14.68~1000~13.57~2500~13.43~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~470~400~230~9.8~60~0.04324~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?8839
1337~2164~The Range 2017~~~~21M8839~Pocket Business Card Holder~21M8839~21M21M8839~Desk & Business/Business Card Holders | ~Stationery | Business Card Holders~Desk |  Business |  Business Card Holders |  Pocket |  business |  card |  holder |  metal |  silver |  nickel |  silver |  Metal/silver |  nickel. |  Silver |  cardholder~~FALSE~Metal/silver nickel executive style pocket business card holder.~Holds approximately 17 business cards. Engraves silver (tone on tone)~~Metal/silver nickel.~100mm(w) x 60mm(h)~Wrapped in tissue paper  in a black velvet pouch  in a polybag  sitting in a black moulded insert and presented in a plain black 2 part gift box.  Packaging Size: 121mm(h) x 110mm(w) x 40mm(d)~8839.jpg~8839_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave  |  Print with Dome ~Laser: 30mm(w) x 20mm(h).  Pad: 50mm(w) x 30mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~22.61~25~20.88~50~18.48~100~16.82~250~15.94~500~14.31~1000~13.22~2500~13.08~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~470~400~230~9.8~60~0.04324~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?8839
1338~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~82.92~25~66.50~50~62.37~100~55.34~250~49.82~500~49.68~1000~49.61~2500~49.54~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1339~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Screen Print (2 colours)~1 position~2 colour~Screen Print~Screen Print~~10~~10~92.39~25~71.34~50~65.03~100~57.13~250~51.42~500~51.21~1000~51.07~2500~50.93~Setup~150~210~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1340~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~83.18~25~70.45~50~66.24~100~58.85~250~52.60~500~52.04~1000~51.56~2500~51.00~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1341~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~83.47~25~72.87~50~67.85~100~60.20~250~53.85~500~53.29~1000~52.81~2500~52.25~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1342~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~84.97~25~74.32~50~69.31~100~61.54~250~55.10~500~54.54~1000~54.06~2500~53.50~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1343~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~83.18~25~70.45~50~66.24~100~58.85~250~52.60~500~52.04~1000~51.56~2500~51.00~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1344~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~84.22~25~71.42~50~67.21~100~59.75~250~53.43~500~52.88~1000~52.39~2500~51.83~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1345~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~85.22~25~69.69~50~63.61~100~55.64~250~50.24~500~50.17~1000~50.10~2500~49.96~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1346~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~101.72~25~77.40~50~67.60~100~57.58~250~52.04~500~51.90~1000~51.76~2500~51.49~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
1347~2164~The Range 2017~~~~21M884BK~A4 Leather Compendium~21M884BK~21M21M884BK~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  A4 |  Compendium |  black |  colour |  top |  grade |  cowhide |  silk |  lining |  zippered |  closure |  inside |  gusseted |  pockets |  zippered |  gusseted |  internal |  pocket |  business |  card |  holders |  notepad |  included |  Black |  Top |  grade |  cowhide |  with |  silk |  lining |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface | ~~FALSE~Made from top grade cowhide leather and zippered closure.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Top grade cowhide with polyester lining~270mm(w) x 345mm(h)~Wrapped in tissue paper and presented in a plain blue 2 part gift box with a plastic cover.  Packaging Size: 300mm(h) x 366mm(w) x 35mm(d)~884BK.jpg~884BK_0017.jpg | 884BK_0014.jpg | 884BK_0023.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - On Front: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~76.00~25~67.15~50~63.50~100~56.08~250~50.38~500~50.24~1000~50.10~2500~49.96~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~440~315~385~10~10~0.053361~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?884BK
